Area Name,Year,Month,Labor Force,Employment,Unemployment,Unemployment Rate,County,Region
"San Luis Obispo-Paso Robles, CA MSA",2018,September,"134,566","130,441","4,125",3.1%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2018,October,"134,803","130,612","4,191",3.1%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2018,November,"135,062","130,784","4,278",3.2%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2018,December,"135,232","130,884","4,348",3.2%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2019,January,"135,278","130,901","4,377",3.2%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2019,February,"135,200","130,842","4,358",3.2%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2019,March,"135,077","130,768","4,309",3.2%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2019,April,"134,990","130,757","4,233",3.1%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2019,May,"134,919","130,778","4,141",3.1%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2019,June,"134,832","130,782","4,050",3.0%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2019,July,"134,706","130,726","3,980",3.0%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2019,August,"134,548","130,615","3,933",2.9%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2019,September,"134,437","130,523","3,914",2.9%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2019,October,"134,464","130,536","3,928",2.9%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2019,November,"134,661","130,702","3,959",2.9%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2019,December,"134,988","130,990","3,998",3.0%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2020,January,"135,286","131,277","4,009",3.0%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2020,February,"135,439","131,469","3,970",2.9%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2020,March,"132,631","126,642","5,989",4.5%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2020,April,"125,902","105,854","20,048",15.9%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2020,May,"123,803","106,066","17,737",14.3%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2020,June,"130,125","115,443","14,682",11.3%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2020,July,"128,654","116,142","12,512",9.7%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2020,August,"127,077","117,007","10,070",7.9%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2020,September,"127,717","117,855","9,862",7.7%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2020,October,"127,650","118,586","9,064",7.1%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2020,November,"127,609","119,133","8,476",6.6%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2020,December,"128,675","119,508","9,167",7.1%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2021,January,"128,633","119,789","8,844",6.9%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2021,February,"128,663","120,064","8,599",6.7%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2021,March,"128,781","120,404","8,377",6.5%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2021,April,"129,016","120,881","8,135",6.3%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2021,May,"129,388","121,526","7,862",6.1%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2021,June,"129,860","122,307","7,553",5.8%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2021,July,"130,348","123,168","7,180",5.5%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2021,August,"130,803","124,049","6,754",5.2%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2021,September,"131,172","124,863","6,309",4.8%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2021,October,"131,364","125,481","5,883",4.5%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2021,November,"131,360","125,861","5,499",4.2%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2021,December,"131,264","126,099","5,165",3.9%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2022,January,"131,205","126,322","4,883",3.7%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2022,February,"131,236","126,579","4,657",3.5%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2022,March,"131,286","126,825","4,461",3.4%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2022,April,"131,302","127,019","4,283",3.3%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2022,May,"131,277","127,152","4,125",3.1%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2022,June,"131,218","127,209","4,009",3.1%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2022,July,"131,132","127,176","3,956",3.0%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2022,August,"131,009","127,053","3,956",3.0%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2022,September,"130,917","126,921","3,996",3.1%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2022,October,"130,939","126,866","4,073",3.1%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2022,November,"131,100","126,928","4,172",3.2%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2022,December,"131,359","127,087","4,272",3.3%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2023,January,"131,637","127,267","4,370",3.3%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2023,February,"131,905","127,453","4,452",3.4%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2023,March,"132,172","127,663","4,509",3.4%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2023,April,"132,413","127,866","4,547",3.4%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2023,May,"132,581","127,995","4,586",3.5%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2023,June,"132,672","128,034","4,638",3.5%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2023,July,"132,723","128,007","4,716",3.6%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2023,August,"132,747","127,931","4,816",3.6%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2023,September,"132,726","127,803","4,923",3.7%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2023,October,"132,651","127,623","5,028",3.8%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2023,November,"132,552","127,433","5,119",3.9%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2023,December,"132,436","127,265","5,171",3.9%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2024,January,"132,353","127,179","5,174",3.9%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2024,February,"132,330","127,169","5,161",3.9%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2024,March,"132,359","127,188","5,171",3.9%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2024,April,"132,417","127,205","5,212",3.9%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2024,May,"132,477","127,199","5,278",4.0%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2024,June,"132,510","127,139","5,371",4.1%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2024,July,"132,476","126,998","5,478",4.1%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2024,August,"132,391","126,818","5,573",4.2%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2024,September,"132,304","126,678","5,626",4.3%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2024,October,"132,242","126,613","5,629",4.3%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2024,November,"132,231","126,628","5,603",4.2%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2024,December,"132,245","126,660","5,585",4.2%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2025,January,"132,609","127,086","5,523",4.2%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2025,February,"132,877","127,408","5,469",4.1%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2025,March,"133,185","127,748","5,437",4.1%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2025,April,"133,415","127,949","5,466",4.1%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2025,May,"133,618","128,109","5,509",4.1%,San Luis Obispo County,Central Coast
"San Luis Obispo-Paso Robles, CA MSA",2025,June,"133,823","128,141","5,682",4.2%,San Luis Obispo County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2015,January,"143,249","131,673","11,576",8.1%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2015,February,"143,442","132,078","11,364",7.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2015,March,"143,524","132,375","11,149",7.8%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2015,April,"143,508","132,559","10,949",7.6%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2015,May,"143,412","132,645","10,767",7.5%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2015,June,"143,249","132,646","10,603",7.4%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2015,July,"143,046","132,574","10,472",7.3%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2015,August,"142,878","132,486","10,392",7.3%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2015,September,"142,858","132,499","10,359",7.3%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2015,October,"143,087","132,711","10,376",7.3%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2015,November,"143,559","133,114","10,445",7.3%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2015,December,"144,166","133,644","10,522",7.3%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2016,January,"144,773","134,223","10,550",7.3%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2016,February,"145,262","134,752","10,510",7.2%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2016,March,"145,519","135,125","10,394",7.1%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2016,April,"145,531","135,298","10,233",7.0%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2016,May,"145,378","135,308","10,070",6.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2016,June,"145,175","135,241","9,934",6.8%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2016,July,"145,044","135,210","9,834",6.8%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2016,August,"144,974","135,219","9,755",6.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2016,September,"144,885","135,215","9,670",6.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2016,October,"144,760","135,212","9,548",6.6%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2016,November,"144,602","135,238","9,364",6.5%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2016,December,"144,433","135,295","9,138",6.3%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2017,January,"144,321","135,417","8,904",6.2%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2017,February,"144,323","135,639","8,684",6.0%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2017,March,"144,420","135,912","8,508",5.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2017,April,"144,547","136,160","8,387",5.8%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2017,May,"144,630","136,325","8,305",5.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2017,June,"144,600","136,364","8,236",5.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2017,July,"144,446","136,283","8,163",5.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2017,August,"144,203","136,140","8,063",5.6%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2017,September,"143,924","136,009","7,915",5.5%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2017,October,"143,652","135,936","7,716",5.4%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2017,November,"143,407","135,913","7,494",5.2%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2017,December,"143,199","135,910","7,289",5.1%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2018,January,"143,028","135,882","7,146",5.0%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2018,February,"142,904","135,824","7,080",5.0%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2018,March,"142,825","135,757","7,068",4.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2018,April,"142,748","135,671","7,077",5.0%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2018,May,"142,620","135,536","7,084",5.0%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2018,June,"142,440","135,378","7,062",5.0%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2018,July,"142,252","135,249","7,003",4.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2018,August,"142,102","135,155","6,947",4.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2018,September,"142,029","135,094","6,935",4.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2018,October,"142,059","135,081","6,978",4.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2018,November,"142,192","135,115","7,077",5.0%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2018,December,"142,354","135,168","7,186",5.0%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2019,January,"142,450","135,197","7,253",5.1%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2019,February,"142,427","135,175","7,252",5.1%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2019,March,"142,314","135,127","7,187",5.1%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2019,April,"142,211","135,144","7,067",5.0%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2019,May,"142,191","135,269","6,922",4.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2019,June,"142,285","135,482","6,803",4.8%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2019,July,"142,444","135,709","6,735",4.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2019,August,"142,618","135,903","6,715",4.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2019,September,"142,756","136,027","6,729",4.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2019,October,"142,807","136,054","6,753",4.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2019,November,"142,788","136,038","6,750",4.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2019,December,"142,769","136,030","6,739",4.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2020,January,"142,806","136,064","6,742",4.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2020,February,"142,883","136,132","6,751",4.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2020,March,"141,873","130,990","10,883",7.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2020,April,"134,082","111,102","22,980",17.1%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2020,May,"131,613","112,245","19,368",14.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2020,June,"135,273","118,484","16,789",12.4%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2020,July,"134,216","119,319","14,897",11.1%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2020,August,"132,543","120,143","12,400",9.4%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2020,September,"133,266","120,908","12,358",9.3%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2020,October,"133,033","121,549","11,484",8.6%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2020,November,"132,829","122,019","10,810",8.1%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2020,December,"132,613","122,300","10,313",7.8%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2021,January,"132,399","122,413","9,986",7.5%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2021,February,"132,260","122,441","9,819",7.4%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2021,March,"132,268","122,512","9,756",7.4%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2021,April,"132,439","122,720","9,719",7.3%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2021,May,"132,738","123,092","9,646",7.3%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2021,June,"133,082","123,588","9,494",7.1%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2021,July,"133,359","124,142","9,217",6.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2021,August,"133,523","124,702","8,821",6.6%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2021,September,"133,602","125,239","8,363",6.3%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2021,October,"133,593","125,686","7,907",5.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2021,November,"133,516","126,028","7,488",5.6%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2021,December,"133,441","126,326","7,115",5.3%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2022,January,"133,419","126,631","6,788",5.1%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2022,February,"133,447","126,926","6,521",4.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2022,March,"133,483","127,172","6,311",4.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2022,April,"133,514","127,356","6,158",4.6%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2022,May,"133,563","127,499","6,064",4.5%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2022,June,"133,649","127,602","6,047",4.5%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2022,July,"133,775","127,659","6,116",4.6%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2022,August,"133,927","127,693","6,234",4.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2022,September,"134,088","127,729","6,359",4.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2022,October,"134,269","127,786","6,483",4.8%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2022,November,"134,425","127,829","6,596",4.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2022,December,"134,542","127,832","6,710",5.0%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2023,January,"134,625","127,776","6,849",5.1%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2023,February,"134,696","127,695","7,001",5.2%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2023,March,"134,771","127,628","7,143",5.3%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2023,April,"134,858","127,593","7,265",5.4%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2023,May,"134,947","127,585","7,362",5.5%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2023,June,"135,058","127,627","7,431",5.5%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2023,July,"135,195","127,700","7,495",5.5%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2023,August,"135,334","127,754","7,580",5.6%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2023,September,"135,448","127,764","7,684",5.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2023,October,"135,524","127,738","7,786",5.7%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2023,November,"135,593","127,718","7,875",5.8%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2023,December,"135,649","127,731","7,918",5.8%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2024,January,"135,681","127,788","7,893",5.8%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2024,February,"135,712","127,860","7,852",5.8%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2024,March,"135,748","127,903","7,845",5.8%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2024,April,"135,811","127,928","7,883",5.8%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2024,May,"135,899","127,937","7,962",5.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2024,June,"135,985","127,912","8,073",5.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2024,July,"136,084","127,897","8,187",6.0%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2024,August,"136,212","127,941","8,271",6.1%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2024,September,"136,347","128,040","8,307",6.1%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2024,October,"136,452","128,154","8,298",6.1%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2024,November,"136,477","128,207","8,270",6.1%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2024,December,"136,468","128,215","8,253",6.0%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2025,January,"136,884","128,679","8,205",6.0%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2025,February,"137,138","128,995","8,143",5.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2025,March,"137,501","129,386","8,115",5.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2025,April,"137,909","129,732","8,177",5.9%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2025,May,"138,261","130,016","8,245",6.0%,Santa Cruz County,Central Coast
"Santa Cruz-Watsonville, CA MSA",2025,June,"138,358","129,968","8,390",6.1%,Santa Cruz County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2015,January,"218,430","206,192","12,238",5.6%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2015,February,"218,262","206,261","12,001",5.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2015,March,"218,011","206,190","11,821",5.4%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2015,April,"217,760","206,080","11,680",5.4%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2015,May,"217,562","206,007","11,555",5.3%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2015,June,"217,335","205,900","11,435",5.3%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2015,July,"217,014","205,673","11,341",5.2%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2015,August,"216,693","205,407","11,286",5.2%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2015,September,"216,512","205,257","11,255",5.2%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2015,October,"216,624","205,372","11,252",5.2%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2015,November,"217,076","205,800","11,276",5.2%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2015,December,"217,695","206,422","11,273",5.2%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2016,January,"218,259","207,035","11,224",5.1%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2016,February,"218,613","207,464","11,149",5.1%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2016,March,"218,664","207,606","11,058",5.1%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2016,April,"218,440","207,455","10,985",5.0%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2016,May,"218,072","207,119","10,953",5.0%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2016,June,"217,757","206,832","10,925",5.0%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2016,July,"217,614","206,722","10,892",5.0%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2016,August,"217,629","206,745","10,884",5.0%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2016,September,"217,712","206,786","10,926",5.0%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2016,October,"217,743","206,750","10,993",5.0%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2016,November,"217,681","206,643","11,038",5.1%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2016,December,"217,593","206,573","11,020",5.1%,Santa Barbara County,Central Coast
